id;username;tweetID;content;likeCount;retweetCount;quoteCount;replyCount;label;weighted_sentiment;pos_sentiword;neg_sentiword;len;pos_inset;neg_inset;normalized;len_normalized;n_keywords;tag_owi;tag_prab;tag_overall;Barasa;inset;indobert
277;yozyaulia;1050868314187083776;Harusnya oposisi menonjolkan kelebihan tawaran kebijakan Prabowo- Sandy jika terpilih nanti. Yang saya lihat mereka malah unggulkan Program-program SBY ketika menjadi Presiden. Tim Tanknya SBY dan Jokowi itu orang cerdas semua. Mudah-mudahan Prabowo juga.;0;1;0;1;1.0;1.0;0.25;0.0;14;14;-14;oposisi menonjolkan kelebihan tawaran kebijakan prabowo sandy terpilih lihat unggulkan program program sby presiden tim tank sby jokowi cerdas mudah mudahan prabowo;164;10;3.0;2.0;2.0;2;2;3
280;adi81500221;1122324926503903232;"@BasukiAyu Mereka memang sampah mbak @BasukiAyu..setelah Prabowo Sandi menjabat Presiden Wkl Presiden di bln Okt..tugas pertama mereka di bidang hukum adalah membersihkan seluruh aparat negara &amp; aparat penegak hukum dan melakukan penegakan hukum seadil2nya tanpa tebang pilih..";4;2;0;4;-1.0;-4.0;0.0;0.0;15;15;-27;sampah mbak prabowo sandi menjabat presiden wkl presiden okt tugas bidang hukum membersihkan aparat negara aparat penegak hukum penegakan hukum seadil tebang pilih;163;10;4.0;2.0;2.0;2;1;1
281;alex_hunter146;1085953759719481344;@Ari3Pras @5Y5_one_70 Mungkin Ini Yg Di Maksud Prabowo Dan Sandi Uno Bahwa Hukum Tebang Pilih Misal Berapa Kali Anies Baswedan Ke Luar Kota Di Hari Kerja Lengkap Dengan Seragam Dinas Mengikuti Kegiatan Partai Politik /Kampanye PolitikTapi Tidak Di Kenakan Pidana Pemilu Dan Di Bui;1;0;0;1;-1.0;-0.5;0.25;0.375;15;17;-11;maksud prabowo sandi uno hukum tebang pilih anies baswedan kota kerja lengkap seragam dinas mengikuti partai politik kampanye politiktapi kenakan pidana pemilu bui;163;10;4.0;2.0;2.0;2;3;1
282;anas_achmad_;1060477735452139520;"Pemimpin ditagih janjinya oleh rakyat melalui oposisi, dikritik oleh oposisi bagian dr politik negri ini. dulu ketika Zaman Sby berkuasa, Partai oposisilah yg mengeritik atas nama ""membela wong cilik"" demo BBM, sampau ada yg nangis2 dan membawa kerbo juga. #politikhumor";2;0;0;2;-1.0;-1.0;0.5;0.375;17;4;-18;pemimpin ditagih janji rakyat oposisi dikritik oposisi politik negri zaman sby berkuasa partai oposisi mengeritik nama membela cilik demo bbm sampau menangis kerbo;163;10;4.0;4.0;2.0;2;1;1
283;sy_haris;1066840241305083904;"Salah satu kesibukan timses capres skrg adalah ""meluruskan"" salah ucap, salah data &amp; pernyataan keliru sang capres. Agar tdk terulang, timses mestinya suplai data yg diperlukan capres. Tapi jk capres tak mau gunakan data yg disuplai timses, ya repot juga.
https://t.co/6vAHAxHrjX";193;135;18;52;-1.0;-231.5;0.0;0.625;13;3;-37;salah kesibukan timses capres meluruskan salah salah data pernyataan keliru capres terulang timses suplai data capres jk capres data disuplai timses repot httpurl;162;10;4.0;4.0;2.0;1;1;1
284;FendyRome;1122517914840469504;"Tim ITE Indonesia Adil Makmur Hasil Rekapitulasi C1 Tim BPN &amp; Semua data yg ada di Mitra BPN baik dalam &amp; Luar Negeri Menunjukkan Capres No 02 Menang Mutlak di angka 63,48%.

Seluruh Tim yang ada di kubu PrabowoSandi bersatu siap MENGADU Data C1 dgn Siapa pun termasuk KPU!👆😁👍";4;0;0;1;0.0;0.0;0.125;0.25;17;17;-34;tim ite indonesia adil makmur hasil rekapitulasi c tim bpn data mitra bpn negeri capres nomor menang mutlak angka tim kubu prabowosandi bersatu mengadu data c kpu;162;10;4.0;3.0;3.0;2;1;2
285;arga_fachrizal;1100087149502722048;"@ices_tea @Buya_Albahjah Ini tidak ada hubungannya umat islam sama prabowo, jokowi dan prabowo pendukungnya tidak dari islam saja tapi beragam agama.
INTINYA JANGANLAH BAWA2 DO'A PERANG BADAR KE DALAM KAMPANYE PILPRES, KARENA KITA RAKYAT INDONESIA SEMUANYA BERSAUDARA.
(Bukan pendukung capres manapun)";6;0;0;1;-1.0;-3.0;0.5;0.25;15;23;-12;umat islam prabowo jokowi prabowo pendukung islam beragam agama inti bawa do a perang badar kampanye pilpres rakyat indonesia bersaudara pendukung capres manapun;161;10;4.0;4.0;2.0;2;3;1
286;pp_formasi_id;1095107954011865089;"Gud pagi 
Selamat morning
Berapa orang target kamu untuk mensosialisasikan prabowo sandi hari ini?
Yuk sebarkan program kerja capres cawapres 02 kapada seluruh rakyat indonesia. Mari kita wujudkan indonesia adil makmur.";2;0;0;0;0.0;0.0;0.5;0.0;12;20;-6;gud pagi selamat morning target mensosialisasikan prabowo sandi ayo sebarkan program kerja capres cawapres kapada rakyat indonesia wujudkan indonesia adil makmur;161;10;4.0;3.0;3.0;2;3;2
289;AntonyRiyanto;1113297869576896512;"@P3nj3l4j4h Siapa yang bilang INDONESIA menjadi tertawaan bangsa diluar INDONESIA?
siapa yang bilang pertahanan INDONESIA rapuh adanya?
Siapa yang bilang tentara nasional INDONESIA lemah dan INDONESIA akan punah?

Dia tidak bangga menjadi INDONESIA,
dan
Tidak layak jadi pemimpin INDONESIA.";1;0;0;1;-1.0;-0.5;1.125;0.75;13;11;-13;indonesia tertawaan bangsa diluar indonesia pertahanan indonesia rapuh tentara nasional indonesia lemah indonesia punah bangga indonesia layak pemimpin indonesia;161;10;4.0;4.0;2.0;2;2;1
291;JuniorPrangko;1087600409659662336;"@Senyap17 @jokowi @MahesaTiwi @THPTRITH1 @JagaJokowi @SammiSoh @Bawor76289229 @INTANHambaAllah @triwul82 @woelannnn @andy_nomicin Bpk Jokowi membangun tdk untuk Pencitraan
Jika hanya mikir pencitraan
cukuplah membangun di Jawa saja
yg penduduknya 60% penduduk Indonesia
tak perlu bangun Luar Jawa yg kurang 40% penduduk Indonesia
Bukti bahwa Bpk Jokowi SERIUS memakmurkan seluruh Indonesia #JokowiTerangiNegeri https://t.co/2kRUbt6PMf";2;1;0;0;1.0;2.0;0.125;0.0;10;6;-6;jokowi membangun pencitraan mikir pencitraan membangun jawa penduduk penduduk indonesia bangun jawa penduduk indonesia bukti jokowi memakmurkan indonesia httpurl;161;10;3.0;1.0;1.0;2;2;3
292;FendyRome;1115187092252909569;@satriohendri @prabowo @jokowi Saya tahu Jokowi punya segalanya termasuk uang yg berlimpah, yg sy yakin itu uang rakyat bisa juga uang hasil korupsi, atau bantuan konglomerat thypan, tetapi kami pendukung Prabowo justru memberikan dana unt suksesnya perjuangan presiden pilihan kami, disini bedanya bong!!👆👍✌️ https://t.co/BIDRZlGzT9;1;0;0;1;-1.0;-0.5;1.125;0.375;17;23;-6;jokowi uang berlimpah uang rakyat uang hasil korupsi bantuan konglomerat thypan pendukung prabowo dana unt sukses perjuangan presiden pilihan beda bong httpurl;159;10;2.0;3.0;3.0;3;3;1
294;ceps_bejho;1042747509838307328;@Maulana_Tigor @AnnaHally_ Nyantai aja anak ini pasti di lindungi Allah SWT, dilindungi pengacara setiap partai pendukung prabowo sandi, di lindungi anggota dewan oposisi dan jg dilindungi rakyat yg pro prabowo sandi. @sandiuno @fadlizon @Fahrihamzah @LawanPoLitikJW @MardaniAliSera;1;0;0;0;-1.0;-0.5;0.0;0.25;13;9;-12;nyantai anak lindungi allah swt dilindungi pengacara partai pendukung prabowo sandi lindungi anggota dewan oposisi dilindungi rakyat profesional prabowo sandi;158;10;4.0;3.0;3.0;2;2;1
296;musniumar;1114118632533979141;Semua lembaga survei merilis PDIP paling tinggi elektabilitasnya 25%. Temuan LPPM UIC dalam penelitian selama 3 bulan masy. DKI yg mau pilih PDIP hanya 9.9%://arahjaya.com/2019/04/04/9-koma-9-persen-masyarakat-dki-akan-pilih-pdi-perjuangan-pemilu-2019/;515;213;23;56;0.0;0.0;0.5;0.375;10;3;-7;lembaga survei merilis pdip elektabilitasnya temuan lppm uic penelitian masyarakat dki pilih pdip arahjaya com koma masyarakat dki pilih pdi perjuangan pemilu;158;10;1.0;4.0;1.0;2;2;2
299;MasPangeran_;1078493089046482944;@BNurvia @jokowi Program doang, duit nya masuk kantong SBY dan keluarga hahaha, semua itu rencana presiden sebelum nya, begitu anggaran turun, uang masuk kantong, naah di jaman Pak Jokowi, begitu anggaran turun, jadi lah infrastruktur, dari rakyat, oleh rakyat, untuk rakyat;8;0;0;1;-1.0;-4.0;0.0;0.0;18;13;-21;program uang masuk kantong sby keluarga rencana presiden anggaran turun uang masuk kantong naah jaman jokowi anggaran turun infrastruktur rakyat rakyat rakyat;158;10;3.0;4.0;3.0;2;1;1
300;RadioDakta;1094118347451465728;"Badan Pengawas Pemilu (Bawaslu) RI meminta klarifikasi terkait dana kampanye kedua pihak calon Presiden dan Wakil Presiden.

Badan Pemenangan Nasional (BPN) Prabowo-Sandi sangat antusias... https://t.co/NLccyiqfgd";1;1;0;0;1.0;1.5;0.0;0.0;11;15;-12;badan pengawas pemilu bawaslu ri klarifikasi terkait dana kampanye calon presiden wakil presiden badan pemenangan nasional bpn prabowo sandi antusias httpurl;157;10;4.0;4.0;2.0;2;2;3
302;rillamaria_;1110555141411753985;"Kawan kawan.. .

Up - Posting terus Kampanye Prabowo Sandi dimanapun.

Ramaikan Program Program Prabowo Sandi.

Penuhi postingan dengan Kampanye Prabowo Sandi. .

#IndonesiaCallsCarterCenter
#IndonesiaCallsCarterCenter
Repost from IG #opposite6890 https://t.co/dPWkGewLdL";2;0;0;0;0.0;0.0;0.0;0.0;7;9;0;kawan kawan up posting kampanye prabowo sandi dimanapun ramaikan program program prabowo sandi penuhi postingan kampanye prabowo sandi repost from ig httpurl;157;10;4.0;3.0;3.0;2;3;2
303;fariji_lacak;1058721156696424449;"Dari 260 jt Rkyt Indonesia, yg BENCI sm Jokowi hanya:
1.Koruptor.
2.Teroris, JAD, HTI, FUI, FPI.
3.Partai Allah.
4.Sebagian Partai Oposisi.
5.Barisan Sakit Hati.

Kalo di TOTAL, sekitar 20-30% dari kurang-lebih 260 juta Rkyt Indonesia.

Ini FAKTA lho ya...bukan HOAX.";39;12;0;3;-1.0;-31.5;0.375;0.875;10;11;-20;jt rkyt indonesia benci jokowi koruptor teroris jad hti fui fpi partai allah partai oposisi barisan sakit hati total juta rkyt indonesia fakta lho isu bohong;157;10;3.0;4.0;2.0;2;1;1
305;NurSyahbana9;1049334256751665160;"Setiap melakukan kebohongan  , untuk menutupinya pasti di ikuti beberapa kali kebohongan-2 berikutnya

Yg mendukung Ahok 2012 tidak hanya Ratna Sarumpaet tapi juga Prabowo, Fadli zon partainya mengusung Jokowi-ahok pada Pilgub 2012

Apakah Prabowo, Fadli Zon juga PENYUSUP?😁 https://t.co/Xz85VPRAtf";13;7;0;0;-1.0;-13.5;0.0;0.25;10;2;0;kebohongan menutupi ikuti kebohongan mendukung ahok ratna sarumpaet prabowo fadli zon partai mengusung jokowi ahok pilgub prabowo fadli zon penyusup httpurl;156;10;4.0;2.0;2.0;2;2;1
306;Fahrihamzah;1119214939757957120;Jangan lupa bahwa kecurangan pra TPS juga mempengaruhi QC, kecurangan pra TPS dan kecurangan TPS adalah upaya memasukkan data yang curang ke dalam sistem pemilu. Itu juga yg dimasukkan ke data QC. Maka kecurangan ini harus mendapat perhatian utama @bawaslu_RI dan @KPU_ID .;2855;1113;52;230;-1.0;-2540.5;1.375;0.625;16;5;-18;lupa kecurangan pra tps mempengaruhi qc kecurangan pra tps kecurangan tps memasukkan data curang sistem pemilu dimasukkan data qc kecurangan perhatian utama;156;10;4.0;4.0;2.0;3;1;1
309;masani2001;1042211167618252800;"Tinggalkan Gerindra, pilih caleg2 dari PBB kalau mantan Napi Koruptor jadi Wagub DKI. Untuk presiden, tetap pilih Prabowo-Sandi agar rejim ini juga kita turunkan krn sdh menyusahkan rakyat.

Kita perlu konsisten, jgn plintat plintut. 

#2019PilihankuPBB19 
#2019PilihCalegPBB";2;2;0;1;-1.0;-3.0;0.25;0.5;9;7;-12;tinggalkan gerindra pilih caleg pbb narapidana koruptor wagub dki presiden pilih prabowo sandi rejim turunkan menyusahkan rakyat konsisten plintat plintut;154;10;4.0;3.0;3.0;2;1;1
312;MZubir_ID;1112713441599356928;@detikcom Tidak perlu mengancam, menang or kalah dalam sebuah pertarungan demokrasi hal biasa. Kans menang or kalah kandidat capres dapat dilihat dari survei. Jika elektabilitas Prabowo mencapai 100% tapi kalah mungkin terjadi kecurangan. Otaknya dipakai ya! #01IndonesiaMaju;42;1;0;0;-1.0;-22.0;0.875;1.75;14;11;-25;mengancam menang or kalah pertarungan demokrasi kans menang or kalah kandidat capres survei elektabilitas prabowo mencapai kalah kecurangan otak dipakai;152;10;4.0;2.0;2.0;1;1;1
313;pdipkendal;1075651422358622208;Faktanya memang di Banten, pd Pilpres 2014 Prabowo meraih suara terbanyak. Dan di Pilpres 2019, PDI Perjuangan sbg partai pengusung bersama sejumlah parpol Koalisi Indonesia Kerja msh hrs bekerja keras memenangkan Jokowi-KH. Ma'ruf Amin. #SafariKebangsaanBanten;1;1;0;1;1.0;1.5;0.375;0.25;11;6;-12;fakta banten pilpres prabowo meraih pilpres pdi perjuangan partai pengusung partai politik koalisi indonesia kerja keras memenangkan jokowi kh ruf amin;151;10;2.0;2.0;2.0;2;1;3
314;yonhaco;1060788095887372289;"@sudjiwotedjo andaikan capresku juga capresmu, capresmu juga capres kami, capres kami juga capres kita, dan jika akhirnya terpilih jadi presiden, presidenmu presidenku pasti adem rasane mbah..
soale presiden bukan punya partainya, tapi punya seluruh rakyat Indonesia";26;2;0;0;1.0;15.0;0.25;0.375;8;12;0;andaikan capresku capresmu capresmu capres capres capres terpilih presiden presiden presiden ku adem rasane mbah soale presiden partai rakyat indonesia;151;10;4.0;4.0;2.0;2;3;3
317;musniumar;1131918571196432385;Hati rakyat dan aparat TNI telah menyatu. Rakyat merasa nyaman bersama aparat TNI. Kita doakan juga dgn Polisi. Tulisan ini beberkan fenomena sosial hub. rakyat dan aparat TNI dilapangan yang pernah retak di masa lalu.  https://t.co/fdDrFlgAij;3598;1313;35;73;1.0;3112.0;1.125;0.25;11;10;-19;hati rakyat aparat tni menyatu rakyat nyaman aparat tni doakan polisi tulisan beberkan fenomena sosial hub rakyat aparat tni dilapangan retak httpurl;149;10;4.0;4.0;2.0;3;1;3
319;ridlwandjogja;1072681686234787840;"Yang berhijab lebar Banyak yang dukung Jokowi.
Yang celananya di atas mata kaki juga ada yang dukung Jokowi.
Yang memelihara jenggot juga dukung Jokowi.
Yang istrinya lebih dari satu juga ada yang dukung Jokowi. 
Type pendukung Jokowi ga hanya mbak Grace sis.";66;40;15;19;-1.0;-73.0;0.0;0.0;8;23;-5;berhijab lebar dukung jokowi celana mata kaki dukung jokowi memelihara jenggot dukung jokowi istri dukung jokowi type pendukung jokowi mbak grace sis;149;10;3.0;4.0;3.0;2;3;1
333;bintanghadiyan1;1051990968264622080;@Arinimarini3 Individu anggota DPR, nyaris gak punya hak politik, keputusan politik di DPR, DPRD yg menentukan adalah fraksi/DPP/Ketua partai, cek dulu Partainya apa, Idiologi partai apa jangan salah pilih...bahaya coy;1;0;0;0;-1.0;-0.5;0.0;0.375;15;4;-20;individu anggota dpr hak politik keputusan politik dpr dprd menentukan fraksi dpp ketua partai cek partai idiologi partai salah pilih bahaya coy;144;10;4.0;4.0;2.0;2;1;1
335;tamrintomagola;1112904218338160641;"Pemilu 2019 ini sudah tidak rahasia lagi sejak ada anjuran warna baju tertentu.

Saya akan coblos caleg perempuan, semuanya dari PSI No. 11 mulai dari caleg tingkat Kodya sampe dgn DPR RI.

Tapi saya akan golput utk paslon Capres/Cawapres serta DPD RI.

Buat pilihan sendiri2";7;1;2;1;-1.0;-4.5;0.25;0.25;7;10;-9;pemilu rahasia anjuran warna baju coblos caleg perempuan psi nomor caleg kota madya dpr ri golongan putih paslon capres cawapres dpd ri pilihan;143;10;4.0;4.0;2.0;2;2;1
340;Anak_Perantau_;1094661527334936576;"Kita sudah berjuang. Tapi rakyat sudah memilih, kendati selisih sangat tipis. Selamat bagi Jokowi-Maruf, pemimpin Indonesia 2019-2024"".Bagi Prabowo-Sandi, yang kalah padahal kemenangan sudah di depan mata, belajarlah bahwa kita belum menang sebelum menang"". 
Cc: @RachlanNashidik";1;1;0;0;-1.0;-1.5;0.375;0.625;13;16;-20;berjuang rakyat memilih selisih tipis selamat jokowi maruf pemimpin indonesia prabowo sandi kalah kemenangan mata belajar menang menang cc;138;10;3.0;4.0;3.0;2;2;1
345;kabunang;1038966087763673089;@jokowi @jokowi  silah yang mau dukung prabowo ... dan silahkan yang mau dukung pak jokowi ..tunjukkan rasa hormat anda pada presiden ri ini mencerminkan martabat bangsa . Jgn menjadi bangsa yg tdk punya moralitas ....... kalau saya tetap jokowi ini demokrasi ...;1;0;0;0;1.0;0.5;0.625;0.125;8;22;0;silah dukung prabowo silahkan dukung jokowi tunjukkan hormat presiden ri mencerminkan martabat bangsa bangsa moralitas jokowi demokrasi;135;10;3.0;4.0;2.0;2;3;3
347;Deri_hermawan89;1127391982567845888;"Kabar gembira bagi seluruh relawan dan rakyat pendukung 02,
Akhirnya ketua KPU bungkam saat Tim IT &amp; BPN menunjuklan data asli sesuai hitungan seluruh TPS dan berbagai bukti kecurangan pemilu.

#KedaulatanMilikRakyat 
#PeoplePowerBukanMakar https://t.co/juXFp6uoFC";432;236;20;44;-1.0;-452.0;1.25;0.5;13;14;-20;kabar gembira relawan rakyat pendukung ketua kpu bungkam tim it bpn menunjuklan data asli hitungan tps bukti kecurangan pemilu httpurl;134;10;4.0;4.0;3.0;3;1;1
351;AlGhuyub;1043294882675085312;"@gm_gm 🎶Ayo kita🎶
🎶Salam DUA jari🎶
🎶Pilih PRABOWO SANDI🎶
🎶Demi NKRI🎶🎵🎶🎵

🎶Ayo kita🎶
🎶Salam DUA jari🎶
🎶Pilih PRABOWO SANDI🎶
🎶Tuk Ibu Pertiwi🎶🎵🎶🎵

🎶Ayo kita🎶
🎶Salam DUA jari🎶
🎶Yo Ayo Kemari🎶
🎶Pilih PRABOWO SANDI🎶

#2019PrabowoSandi";32;12;0;1;0.0;0.0;0.0;0.0;14;19;-21;ayo salam jari pilih prabowo sandi nkri ayo salam jari pilih prabowo sandi tuk pertiwi ayo salam jari ayo kemari pilih prabowo sandi;132;10;4.0;3.0;3.0;2;2;2
352;AlGhuyub;1044170096543854592;"@Mario_Wina 🎶Ayo kita🎶
🎶Salam DUA jari🎶
🎶Pilih PRABOWO SANDI🎶
🎶Demi NKRI🎶🎵🎶🎵

🎶Ayo kita🎶
🎶Salam DUA jari🎶
🎶Pilih PRABOWO SANDI🎶
🎶Tuk Ibu Pertiwi🎶🎵🎶🎵

🎶Ayo kita🎶
🎶Salam DUA jari🎶
🎶Yo Ayo Kemari🎶
🎶Pilih PRABOWO SANDI🎶

#2019PrabowoSandi";1;0;0;0;0.0;0.0;0.0;0.0;14;19;-21;ayo salam jari pilih prabowo sandi nkri ayo salam jari pilih prabowo sandi tuk pertiwi ayo salam jari ayo kemari pilih prabowo sandi;132;10;4.0;3.0;3.0;2;2;2
354;Aryprasetyo85;1130003662980304897;"@Dahnilanzar Gmn pendpt 76 juta rakyat indonesia?
Situng KPU 89%:Jokowi-Ma'ruf Unggul 15,7 Juta Suara dari Prabowo-Sandi
#01jokowiaminsudahmenang 

Jokowi-Ma'ruf 76.429.387 suara (55,76%)
Prabowo-Sandiaga 60.641.127 suara (44,24%)
Jokowi-Ma'ruf unggul 15.788.260 suara 
https://t.co/rDQcRFX015";23;2;0;1;0.0;0.0;1.75;0.0;5;4;0;pendpt juta rakyat indonesia situng kpu jokowi ruf unggul juta prabowo sandi jokowi ruf prabowo sandiaga jokowi ruf unggul httpurl;130;10;3.0;4.0;3.0;3;2;2
355;Aguskrw7081;1048941201557078016;"untuk pilpres, insyaALLOH tak akan berubah pilih Prabowo-Sandi,
tinggal pilegnya, belum ada pilihan antara caleg Gerindra, Demokrat, PAN, PKS, dan Partai Berkarya.....diluar partai2 tsb, gak lah.";6;1;0;1;-1.0;-4.0;0.0;0.0;8;8;-2;pilpres insyaalloh berubah pilih prabowo sandi pilegnya pilihan caleg gerindra demokrat pan pks partai berkarya diluar partai tsb;129;10;4.0;3.0;2.0;2;3;1
356;SaifulArip12;1046415959781601283;@merdekadotcom Program kerja gitu lho pak klo berorasi..program hoax aja yg di mainkan..jujur aja pak jokowi gk mampu klo di ajak bersaing program hoax..klo program kerja pak jokowi siap bersaing...;8;0;0;1;-1.0;-4.0;0.375;0.0;10;9;-13;program kerja lho berorasi program isu bohong mainkan jujur jokowi ajak bersaing program isu bohong program kerja jokowi bersaing;129;10;3.0;4.0;2.0;2;2;1
360;suryadelalu;1133295405146312704;"Klo Orang Sumatera atau Lombok punya pilihan politik lain, Orang Jawa merasa perlu kawin mawin sama suku2 yg berbeda pilihan politik itu, agar mereka mengikuti pilihan politik Orang Jawa??

Dengan cara ini Orang Jawa merasa dapat menjaga NKRI.";3;7;1;3;-1.0;-8.5;0.25;0.0;15;18;-10;sumatera lombok pilihan politik jawa kawin mawin suku berbeda pilihan politik mengikuti pilihan politik jawa jawa menjaga nkri;126;10;4.0;4.0;2.0;2;3;1
364;animotrusties;1112978493086654464;@Gerindra Tenang..Pak @prabowo bersama rakyat...didoakan yg baik baik oleh rakyat,disumbang duit seikhlasnya sama rakyat ..akan dipilih rakyat utk mjd Presiden RI ke 8 InsyaAllah...kl 4 jendral itu mau macam macam sama Pak Prabowo .ayo berhadapan sm rakyat..👊👊👊💪💪💪👆🏻.;6;1;0;0;-1.0;-4.0;0.625;0.0;12;12;-1;tenang rakyat didoakan rakyat disumbang uang rakyat dipilih rakyat mjd presiden ri jendral prabowo ayo berhadapan rakyat;120;10;4.0;3.0;3.0;3;3;1
366;HbHendro;1131130452897480704;"De facto @prabowo sdh menang.Dia adlh Presiden RI 2019-2024.Real pilihan rakyat.BPN siap adu data.Rakyat mayoritas hanya mengakui Prabowo sbg presiden.Titik.
@TofaLemonTofa https://t.co/pyYrVxn90z";1;1;0;0;-1.0;-1.5;0.25;0.0;13;17;-14;adik facto menang presiden ri real pilihan rakyat bpn adu data rakyat mayoritas mengakui prabowo presiden titik httpurl;119;10;4.0;3.0;3.0;2;2;1
368;JackBoea2;1094976212835872769;"Kotak suara di-GANTI kurang tepat.
Yang TEPAT di-GANTI
- Ketua KPU
- Ketua Banwaslu
- Legislatif 2019 - 2024, dan
- Ganti Presiden untuk periode 
   2019 - 2024
  ( 2 Prabowo - Sandi
Presiden &amp; WaPresiden 2019-2024) https://t.co/TeoP2ZXLTk";1;0;0;0;0.0;0.0;0.125;0.0;10;15;-12;kotak ganti ganti ketua kpu ketua banwaslu legislatif ganti presiden periode prabowo sandi presiden wapresiden httpurl;118;10;4.0;3.0;1.0;2;2;2
369;TJSusilo1;1075630914523127808;"Prabowo di pilpres 2019 = ""Kalau kita kalah Indonesia bisa punah""

DI 2014 PRABOWO SUDAH KALAH. KALAU BENER BISA PUNAH, SEHARUSNYA INDONESIA SEKARANG SUDAH TIDAK ADA LAGI

Justru Indonesia smakin maju di era Jokowi skarang #01JokowiLagi
#01SalamSatuJempol
https://t.co/OvzGjG15Oy";5;0;0;1;-1.0;-2.5;0.0;2.0;6;0;-16;prabowo pilpres kalah indonesia punah prabowo kalah punah indonesia indonesia smakin maju era jokowi skarang httpurl;116;10;3.0;4.0;3.0;1;1;1
374;Wasadi10;1131167692310712321;@Gerindra BAWASLU RI harus transfaran .Buka datanya C1 plano hasil kerja PENGAWAS TPS  sandingkn dgn data KPU RI.  saya yakin DATA BAWASLU LEBIH VALID;6;2;0;1;1.0;5.0;0.5;0.0;7;8;-12;bawaslu ri transfaran buka data c plano hasil kerja pengawas tps sandingkn data kpu ri data bawaslu valid;105;10;4.0;4.0;2.0;2;2;3
376;zauzu;1102572730073804807;"@RamliRizal Lihat DKI ketika pak Ahok kalah, apakah pak @aniesbaswedan tidak melanjutkan pembangunan yg sedang berjalan di era pak Ahok? Justru dengan Gubernur baru DKI bisa lebih maju.
So, mungkin dengan Presiden baru, Indonesia bisa lebih baik dari kondisi yg sekarang..
#01BandarSabu";9;3;0;1;1.0;7.5;0.0;0.5;9;6;-4;lihat dki ahok kalah melanjutkan pembangunan berjalan era ahok gubernur dki maju so presiden indonesia;102;10;4.0;4.0;1.0;2;2;3
378;RFauzy5;1059469053285171200;@Mrmarshall_rama PKI mana suka TNI @Puspen_TNI dan Islam (Ulama). Makanya Pemilu 2019 Rakyat harus cerdas memilih antara TNI atau partai nya sarang PKI. Saya pasti Pilih TNI #2019PrabowoSandi;14;2;0;1;-1.0;-9.0;0.0;0.0;9;10;-3;pki suka tni islam ulama pemilu rakyat cerdas memilih tni partai sarang pki pilih tni;85;10;4.0;3.0;2.0;2;3;1
381;musniumar;1099674034097184769;@AkunTofa @pratikno10 @bawaslu_RI Ini indikasi halalkan secara cara demi meraih kemenangan. Politik uang,  politik sembako,  intimidasi dan sebagainya dijalankan. Partisipasi masy.,  penyelenggara dan pengawas Pemilu yang dedikatif, kerja keras bertanggungjawab, dan jujur bisa mencegah kecurangan Pemilu Presiden;76;16;0;6;1.0;54.0;1.5;1.125;19;18;-26;indikasi halalkan meraih kemenangan politik uang politik sembilan bahan pokok intimidasi dijalankan partisipasi masyarakat penyelenggara pengawas pemilu dedikatif kerja keras bertanggungjawab jujur mencegah kecurangan pemilu presiden;233;9;4.0;4.0;2.0;2;1;3
384;soeyoto1;1051478988252569601;"Berita Kompas Mlm ini :
- Makruf Amin kePonpes Krapyak
- Mahfud MD dukung Jokowi
-Ketua alumni 212 tdk permasalahkan bagian 212 dukung Jokowi-Makruf
-Razman Nasution umumkan dukung Jokowi-Makruf
- Sohibul iman PKS tdk boleh black Champaign
-kunjungan Sandi Uno

Tetap tidak imbang";5;3;1;3;0.0;0.0;1.625;0.0;12;32;-17;berita kompas malam makruf amin keponpes krapyak mahfud md dukung jokowi ketua alumni permasalahkan dukung jokowi makruf razman nasution umumkan dukung jokowi makruf sohibul iman pks black champaign kunjungan sandi uno imbang;225;9;1.0;4.0;1.0;3;3;2
393;AnharMoch;1062221685997285376;"Relawan2 Jokowi
Kader2 Partai Koalisi Indonesia Kerja
Seluruh lapisan masyarakat muda,tua,di desa,di kota,
Pria,wanita Simpatisan Jokowi
Ormas2 dll yg tidak bisa di sebut satu persatu,,
SETUJU TIDAK KITA MENANGKAN pasangan JOKOWI - MA'RUF AMIN untuk Presiden &amp; wakil presiden 2019 https://t.co/xqTIyojz4Y";2;2;0;0;-1.0;-3.0;0.375;0.875;22;21;-13;relawan jokowi kader partai koalisi indonesia kerja lapisan masyarakat muda tua desa kota pria wanita simpatisan jokowi ormas dan lain-lain persatu setuju menangkan pasangan jokowi ruf amin presiden wakil presiden httpurl;221;9;3.0;4.0;3.0;2;3;1
395;nikky_cheese;1085726254853058562;Apa penting arahan dr AHOK bagi akun2 golput yg bawa2 nama AHOK?Yg anggap JKW pilih cawapres rasis- JKW gak belain mino dsbnya.Mnrt gw=pentinglah! Coba kalo AHOK suruh golput, pasti mrk jejingkrakkan!Tp sayangnya AHOK malah suruh JANGAN GOLPUT! Paham kan mksdnya suruh pilih siapa;1;1;0;1;-1.0;-1.5;0.375;0.875;11;4;-34;arahan ahok akun golongan putih bawa nama ahok anggap jokowi pilih cawapres rasis jokowi belain mino dsbnya mnrt coba ahok suruh golongan putih jejingkrakkan sayangnya ahok suruh golongan putih paham mksdnya suruh pilih;219;9;4.0;4.0;2.0;2;1;1
