id;username;tweetID;content;likeCount;retweetCount;quoteCount;replyCount;label;weighted_sentiment;pos_sentiword;neg_sentiword;len;pos_inset;neg_inset;normalized;len_normalized;n_keywords;tag_owi;tag_prab;tag_overall
448;fariji_lacak;1040054421655150594;"@Uki23 @RohkaniH95 Yg DUKUNG Jkw:
PDIP, Golkar, Nasdem, PKB, P3, Hanura, PKPI, Perindo, PSI, PBB.

Hampir sluruh Gubernur, Bupati/Walikota. 
Dan smua Kepala Daerah dari Kader Demokrat jg DUKUNG Jkw.

Hal ini menunjukkan, Pembangunan disemua bidang yg sdh dikerjakan Jkw, hrs tetap berkesinambungan.";6;1;0;0;1.0;4.0;0.0;0.0;9;8;0;dukung jokowi pdip golkar nasdem pkb p hanura pkpi perindo psi pbb sluruh gubernur bupati walikota kepala daerah kader demokrat dukung jokowi pembangunan disemua bidang jokowi berkesinambungan;192;9;3.0;4.0;3.0
449;FPKSDPRRI;1087330477365575681;Ketua Fraksi PKS DPR RI , Dr. H. Jazuli Juwaini MA, memberikan sumbangan bantuan keperluan korban bencana kepada DPW PKS Banten utk dibagikan kpd korban bencana, beliau jh memberikan apresiasi kpd kader dan relawan PKS yg terus bekerja membantu korban bencana tsunami di Banten. https://t.co/mPWLKARqG5;25;10;0;0;1.0;22.5;1.25;3.875;14;5;-27;ketua fraksi pks dpr ri h jazuli juwaini sumbangan bantuan keperluan korban bencana dpw pks banten dibagikan korban bencana jh apresiasi kader relawan pks korban bencana tsunami banten httpurl;192;9;4.0;4.0;3.0
450;FendyRome;1085790388449734658;"APA LAGI YG  DIBANTAH?
Thn 2014 Ketua PBNU, Said Aqil Siradj sbg Tim Pencari Fakta kerusuhan 98, sdh menyatakan bahwa Prabowo tdk bersalah.
Saat itu SAS sbg wkl ketua, ketua Marzuki Darusman, anggota Bambang Widjojanto ketua LBH.
Kesimpulannya Prabowo bukan dalang kerusuhan Mei!";12;10;0;0;-1.0;-16.0;0.0;0.125;14;6;-27;dibantah ketua pbnu said aqil siradj tim pencari fakta kerusuhan prabowo bersalah sas wkl ketua ketua marzuki darusman anggota bambang widjojanto ketua kesimpulan prabowo dalang kerusuhan mei;191;9;4.0;4.0;2.0
451;UusRsd;1093859634102775808;"Terjawab sudah kenapa PKS Jawa Barat dulu memutus hubungan dgn bang Demiz yg kini dikritik habis o Fahri Hamzah yg dinilai PKS salah arah.

#Asyik didukung ulama &amp; PKS mmbersamainya. Menang kalah hal biasa dialami demokrasi

Segala keputusan hasil syuro bagi PKS itu yg terbaik.😉 https://t.co/6j9qSQCzlx";14;6;2;2;1.0;13.0;0.0;0.75;15;22;-16;terjawab pks jawa barat memutus demiz dikritik habis o fahri hamzah dinilai pks salah didukung ulama pks mmbersamainya menang kalah dialami demokrasi keputusan hasil syuro pks terbaik httpurl;191;9;4.0;4.0;3.0
452;fariji_lacak;1071616714507309057;"@Dahnilanzar @saididu 260 jt Rkyt Indonesia, yg BENCI/DENDAM sm Jokowi hanya :
1. Teroris, JAD, HTI, FPI, FUI, GNPF-Ulama, PA212.
2. Koruptor.
3. Barisan Sakit Hati.
4. Partai Allah.
5. Dan sebagian Partai Oposisi.

Jumlahnya berkisar 20-30%.
LAGAK-nya Sok Agamis.
Jual Agama, Bela Islam &amp; Bela Ulama.";6;0;1;15;-1.0;-3.0;0.5;1.25;19;22;-29;jt rkyt indonesia benci dendam jokowi teroris jad hti fpi fui gnpf ulama pa koruptor barisan sakit hati partai allah partai oposisi berkisar lagak sok agamis jual agama bela islam bela ulama;190;9;4.0;4.0;1.0
453;fariji_lacak;1071616261174382597;"260 jt Rkyt Indonesia, yg BENCI/DENDAM sm Jokowi hanya :
1. Teroris, JAD, HTI, FPI, FUI, GNPF-Ulama, PA212.
2. Koruptor.
3. Barisan Sakit Hati.
4. Partai Allah.
5. Dan sebagian Partai Oposisi.

Jumlahnya berkisar 20-30%.
LAGAK-nya Sok Agamis.
Jual Agama, Bela Islam &amp; Bela Ulama.";3;0;0;0;-1.0;-1.5;0.5;1.25;19;22;-29;jt rkyt indonesia benci dendam jokowi teroris jad hti fpi fui gnpf ulama pa koruptor barisan sakit hati partai allah partai oposisi berkisar lagak sok agamis jual agama bela islam bela ulama;190;9;4.0;4.0;1.0
454;NurSyahbana9;1105151367331536898;"Andre Rosiade:  Hasil Survei Internal Prabowo 48%, Jokowi 46%
https://t.co/fpuvwblbU0
Dahnil Anzar: Elektabilitas Prabowo-Sandi 54 %, Jokowi-Ma'ruf 40 %
https://t.co/J9IT1HS1ik
Sesama BPN mengklaim survei internal, kok hasilnya berbeda-beda, apa Surveinya asal Njeplakkk? Mikir😀";27;13;3;22;-1.0;-26.5;0.25;0.0;5;8;-9;andre rosiade hasil survei internal prabowo jokowi httpurl dahnil anzar elektabilitas prabowo sandi jokowi ruf httpurl bpn mengklaim survei internal hasil berbeda beda survei njeplakkk mikir;190;9;4.0;4.0;1.0
455;Whiz_id999;1072385991472750593;"Sekjen Partai Koalisi Prabowo Sandi brtm KPU utk mmastikan data 31jt  pemilih susulan bs dibuka agar Pemilu berjalan jurdil 

tp infonya, KPU tdk mau buka dgn alasan kerahasiaan &amp; sprtnya BPN 02 akan memilih jalur hukum

#UsutDPT31Jiwa
#PeriksaDPT
#PeriksaDPT31Juta https://t.co/gWHw4tNCm0";2;1;0;0;0.0;0.0;1.25;0.125;14;16;-20;sekjen partai koalisi prabowo sandi brtm kpu mmastikan data jt pemilih susulan dibuka pemilu berjalan jujur adil informasi kpu buka alasan kerahasiaan sprtnya bpn memilih jalur hukum httpurl;190;9;4.0;4.0;2.0
456;musniumar;1102126101990531072;"KPU RI, KPUD Sultra, Bawaslu RI dan Bawaslu Sultra. Mohon penjelasan.
Apakah boleh dan tdk melanggar UU,  Jokowi ke Kdi gunakan pesawat kepresiden disertai para menteri, seluruh eselon 2 dan 3 serta ASN se Sultra dikerahkan utk hadiri kampanye dgn memakai baju 
Jokowi-Ma'ruf?";3368;1610;168;451;0.0;0.0;0.125;0.375;11;10;-10;kpu ri kpud sultra bawaslu ri bawaslu sultra mohon penjelasan melanggar uu jokowi kdi pesawat kepresiden disertai menteri eselon asn sultra dikerahkan hadiri kampanye memakai baju jokowi ruf;190;9;4.0;4.0;2.0
457;HbHendro;1088562195946921984;"Inget debat kmren.Jokowi:P Prabowo jgn nuduh.Hrs ada bukti.Laporkan saja.Kita negara hukum.
Prabowo mencontohkan ada seorang kep desa di Mojokerto yg dibui 2bln karena ajak warganya pilih 02.Kmren Jokowi beri grasi kpd pembunuh,yg diketahui dia anggota PDIP.Buka matamu. https://t.co/PpgqM41pcf";1;0;0;0;-1.0;-0.5;0.625;0.375;16;16;-16;inget debat kmren jokowi p prabowo nuduh bukti laporkan negara hukum prabowo mencontohkan kep desa mojokerto dibui ajak warga pilih kmren jokowi grasi pembunuh anggota pdip buka mata httpurl;190;9;4.0;4.0;1.0
458;EmmySumangkut;1110065724490285058;"@Ferdinand_Haean Tkt kalah itu maksain wasit utk membela nya. 
Tkt kalah itu maksain semua pejabat negara berada dlm barisannya
Tkt kalah itu maksain semua bumn mendukungnya
Tkt kalah itu ngeklaim semua infrastructur pendahulunya
Takut kalah itu maksain ulama2 utk mendukungnya

Ooo siapa dia?";5;0;0;1;-1.0;-2.5;0.375;2.625;20;4;-30;tkt kalah memaksa wasit membela tkt kalah memaksa pejabat negara barisan tkt kalah memaksa bumn mendukung tkt kalah mengklaim infrastructur pendahulu takut kalah memaksa ulama mendukung ooo;189;9;4.0;1.0;1.0
459;HendroP90921707;1100081025718218753;"Optik PAS
(1)Kedatangan Prabowo disambut meriah oleh Rakyat
(2)Kedatangan Sandiaga disambut meriah oleh Rakyat
(3)Parpol pendukung PAS telah mendapat sambutan hangat rakyat
(4)Even Relawan PAS selalu sukses
(5)Emak"" terus dinanti menjemput suara Rakyat.

#BalikinHGUParaTaipan";4;1;1;0;1.0;3.0;1.375;0.0;19;20;-4;optik kedatangan prabowo disambut meriah rakyat kedatangan sandiaga disambut meriah rakyat partai politik pendukung sambutan hangat rakyat even relawan sukses emak dinanti menjemput rakyat;188;9;4.0;3.0;3.0
460;Paleko0;1112931345720721410;"@KingPurwa Pasti kita tenggelamkan ke dasar lsut yg paling dlm. Umat islam haram pilih partai PDIP,PSI,HANURA NASDEM DAN GOLKAR. 
KLAU UMAT ISLAM INGIN PUNYA KEHORMATAN DAN DI HARGAI DI KANCAH POLITIK ITU CARANYA JANGAN PILIH PDIP PSI HANURA GOLKAR &amp; NASDEM. 
NILAI TAWAR POLITIK TINGGI.";1;0;0;1;-1.0;-0.5;0.375;0.0;19;24;-10;tenggelamkan dasar lsut umat islam haram pilih partai pdip psi hanura nasdem golkar klau umat islam kehormatan hargai kancah politik pilih pdip psi hanura golkar nasdem nilai tawar politik;188;9;4.0;4.0;1.0
461;Ochi_Queen09_1;1046323486770135040;"Tinggalkan Jokowi !!!
Indonesia Muda Total Dukung Prabowo-Sandi: Kami Salah Memilih Pemimpin, Kami Sdh Tobat 😍👍

Barisan Indonesia Muda, klompok militan pndukung Jokowi 2014, mendedikasikan dukungannya u/memenangkan 
#2019GantiPresiden
#2019PrabowoSandi
 https://t.co/sQpNDiKfm3";788;372;11;18;-1.0;-766.0;0.75;0.875;14;12;-13;tinggalkan jokowi indonesia muda total dukung prabowo sandi salah memilih pemimpin tobat barisan indonesia muda klompok militan pendukung jokowi mendedikasikan dukungan memenangkan httpurl;188;9;4.0;4.0;3.0
462;sy_haris;1130053761609547777;"Pemilu yg aman &amp; damai sdh usai. Hasilnya diumumkan KPU tgl 22 Mei. Sbg kompetisi demokratis wajar ada yg menang, ada yg kalah. Kita harus bisa terima hasil dgn legowo. Jika ada kecurangan, siapkan bukti &amp; tempuh jalur hukum. Mari kita akhiri era aksi massa &amp; pemaksaan kehendak.";51;19;0;0;0.0;0.0;0.875;1.375;23;20;-28;pemilu aman damai hasil diumumkan kpu tanggal mei kompetisi demokratis wajar menang kalah terima hasil legowo kecurangan siapkan bukti tempuh jalur hukum era aksi massa pemaksaan kehendak;187;9;4.0;4.0;2.0
463;DPDPDIPJateng;1125723062773485569;"Jokowi: Infrastruktur di Kaltim Mendukung Pemindahan Ibu Kota.

Presiden RI Joko Widodo menilai, kondisi infrastruktur di Kalimantan Timur mendukung pemindahan Ibu Kota Negara RI yang saat ini berada di Jakarta meski masih perlu kajian dari aspek lainnya.

https://t.co/asXqub3u5E";11;3;0;0;0.0;0.0;0.125;0.0;15;7;-12;jokowi infrastruktur kaltim mendukung pemindahan kota presiden ri joko widodo menilai infrastruktur kalimantan timur mendukung pemindahan kota negara ri jakarta masuk kajian aspek httpurl;187;9;4.0;4.0;2.0
464;RAdeAhmadSobir2;1051497748678115328;"@GerakanGP2019 @mohmahfudmd Klu di bilang pak Mahfud hoax knp polisi ga bertindak seperti polisi lakukan pd RS, sangat cepat &amp;kata ketua KPK itu ga bener,ketua IPW berkomentar klu berita ini hoax secepatnya polisi menangkap, memproses hukum org yg menjadi otak berita Indonesialeaks itu .";1;0;0;0;-1.0;-0.5;0.25;0.25;17;15;-36;mahfud isu bohong polisi bertindak polisi lakukan rs cepat dankata ketua kpk ketua ipw berkomentar berita isu bohong secepatnya polisi menangkap memproses hukum otak berita indonesialeaks;187;9;4.0;4.0;1.0
465;HalimTeuku;1075433147884400640;"Hanya tinggal tunggu waktu Hancurnya &amp; Habisnya Bangsa &amp; Umat Islam Indonesia saat 2019 Regim China Komunis itu berkuasa penuh atas Republik IndoChina.

Hanya satu Pilihan , pilih 
RegimJongosChina  diTumbangkan  2019

atau

Bangsa Indonesia &amp; Umat Islam Musnah.! https://t.co/AtPlevnpr2";13;9;0;1;-1.0;-15.5;0.125;0.5;19;27;-12;tunggu hancur habis bangsa umat islam indonesia regim cina komunis berkuasa penuh republik indochina pilihan pilih regimjongoschina ditumbangkan bangsa indonesia umat islam musnah httpurl;187;9;4.0;4.0;1.0
466;HendroP90921707;1123605180065312768;Mengapa 2019 kemenangan Prabowo dirampas oleh kecurangan? Karena 01 tak siap kalah. Mereka jalankan ragam kecurangan untuk mengail murka Rakyat. Saat Rakyat turun kejalan, maka kekuasaan akan menghadangx dgn Aparat. Dan Rakyat divonis Makar melalui peradilan jalanan. Salam🙏🙏🙏;5;2;0;1;-1.0;-4.5;0.875;1.125;16;1;-23;kemenangan prabowo dirampas kecurangan kalah jalankan ragam kecurangan mengail marah rakyat rakyat turun kejalan kekuasaan menghadangx aparat rakyat divonis makar peradilan jalanan salam;186;9;4.0;4.0;1.0
467;M_Katjasungkana;1077302663585312768;@Next_J2P Hrs selektif siapa pemimpin yg menyebabkan bencana?  AR, FZ, FH, RS, koruptor ? yg jelas orba militer fascis sdh membunuhi orang dan masy banyak yg ikut menghakimi pr korban genosida politik itu, sampai skrg msh digunakan sbg jargon politik Koruptor dan manipulator orba dipuja;1;0;0;0;-1.0;-0.5;0.25;1.0;11;0;-18;selektif pemimpin menyebabkan bencana ar fz fh rs koruptor orba militer fascis membunuhi masyarakat menghakimi pr korban genosida politik jargon politik koruptor manipulator orba dipuja;185;9;4.0;4.0;1.0
468;Nusanta23982916;1113496821966331904;@ellykellyk @DimasPermana817 Fadli zon buka kedokx 02...inilah tujuan hazim dkk..Kekuasaan, jabatan menteri, uang.. Bersekutu dgn asing yg dukung kpntingan 02..CUITAN FADLI BIKIN PRABOWO tambah di benci rakyat,Pendukung 02 hijrah makin besar 17 april 02 KO LAGI, capres seumur hidup!;1;0;0;0;-1.0;-0.5;1.25;1.0;17;15;-13;fadli zon buka kedokx tujuan hazim dan kawan-kawan kekuasaan jabatan menteri uang bersekutu asing dukung kpntingan cuitan fadli prabowo benci rakyat pendukung hijrah april capres seumur;185;9;4.0;1.0;1.0
469;animotrusties;1071787734165929984;@TopeRendusara @FebriSipe @grace_nat Ngomong intoleran karena ahok junjungannya kalah di pilkada DKI....umat islam milih pemimpin islam..nasrani milih nasrani...salahnya dimana?..sisi yg lain..selama jd pejabat ahok selalu memaki taek taek...pak Anis tidak pernah....blm lg ahok tukang gusur rakyat miskin.....apalg??;2;1;0;0;-1.0;-2.0;0.0;1.125;13;11;-30;intoleran ahok junjungan kalah pemilihan kepala daerah dki umat islam pemimpin islam nasrani nasrani salah sisi pejabat ahok memaki taek taek anies ahok tukang gusur rakyat miskin apalg;185;9;4.0;4.0;1.0
470;rudihartono_mkg;1111985349729779712;"Mulai awal masa pemerintahannya, Presiden Joko Widodo (Jokowi) terus mengebut pembangunan infrastruktur. Para menteri di kabinet kerjanya pun selalu menekankan pentingnya infrastruktur untuk mendukung pertumbuhan ekonomi dan pemerataan kesejahteraan sosial.
#01DILANjutkan";3;4;0;1;0.0;0.0;0.125;0.0;14;9;-6;pemerintahan presiden joko widodo jokowi mengebut pembangunan infrastruktur menteri kabinet kerja menekankan infrastruktur mendukung pertumbuhan ekonomi pemerataan kesejahteraan sosial;184;9;3.0;4.0;2.0
471;LaskarCikeas;1056870386778877953;2. Tanpa bersimpati dngan keluarga korban, para buzzer @Prabowo sperti @AkunTofa (Caleg PAN 2019 dan caleg gagal PKS di 2014), @ekowBoy (manusia yg cetakan mukanya kompak sprti kader partai korupsi sapi/PKS), dan @ustadtengkuzul pnebar fitnah brbalut sorban malah kampanye Prabowo https://t.co/EnfqnC2tUr;18;26;0;4;-1.0;-35.0;0.875;1.875;16;14;-23;bersimpati dngan keluarga korban buzzer sperti caleg pan caleg gagal pks manusia cetakan muka kompak kader partai korupsi sapi pks pnebar fitnah brbalut sorban kampanye prabowo httpurl;184;9;4.0;1.0;1.0
472;mochamadarip;1123552897667452930;"Gema hoax kecurangan terus disuarakan scara masif oleh BPN, dari Senayan dan Arab.

Bukin masyarakat gerah disodori oleh hoax kecurangan tanpa bukti.

Sandiaga menilai bahwa narasi kecurangan itu sia2 dan bisa merugikan dirinya sendiri.

#lelangNOtenggelamkanYES https://t.co/7D7sfky7G6";102;64;11;47;-1.0;-115.0;0.375;2.0;13;3;-36;gema isu bohong kecurangan disuarakan scara masif bpn senayan arab bukin masyarakat gerah disodori isu bohong kecurangan bukti sandiaga menilai narasi kecurangan sia merugikan httpurl;183;9;4.0;1.0;1.0
473;JarilangitID;1128264774146449408;"Sandiaga Uno juga mengundang TKN Jokowi makruf untuk hadir menyaksikan acara membongkar bukti kecurangan, Namun TKN justru mengatakan jangan bangun opini kecurangan !

02 Bongkar Bukti Kecurangan, Massa Riuh Teriak Prabowo Presiden https://t.co/jhQs4ppnSr";8;7;0;0;-1.0;-11.0;1.25;0.5;16;10;-18;sandiaga uno mengundang tkn jokowi makruf hadir menyaksikan membongkar bukti kecurangan tkn bangun opini kecurangan bongkar bukti kecurangan massa riuh teriak prabowo presiden httpurl;183;9;4.0;4.0;1.0
474;OxM4D75win;1035764528426827777;"@rijaltoaha Tapi gaya hidup masyarakat ditentukan dari kebijakan2 pemerntah yg berhubungan dgn kebutuhan masyarakat, karena aspek dari kebijakan2 tsb utk seluruh rakyat Indonesia.
Dulu waktu jamannya Pak Harto, gaya hidup masyarakatnya hemat karena isi kebijakan2nya pro dgn rakyat.";1;0;0;0;1.0;0.5;1.0;0.125;17;19;-13;gaya masyarakat ditentukan kebijakan pemerntah berhubungan kebutuhan masyarakat aspek kebijakan tsb rakyat indonesia jaman harto gaya masyarakat hemat isi kebijakan profesional rakyat;183;9;4.0;4.0;3.0
475;annas_sby;1045664509631725569;"@zarazettirazr ORBA Khan wujud bukti nyata terlaksana nya ideologi Bangsa Indonesia (Pancasila, UUD 1945, &amp; Bhinneka tunggal Ika) kalo PKI Khan perusak &amp; pengacau nyata ideologi Bangsa Indonesia (Pancasila, UUD 1945, &amp; Bhinneka tunggal Ika)";1;0;0;0;-1.0;-0.5;0.0;0.375;13;10;-7;orba wujud bukti nyata terlaksana ideologi bangsa indonesia pancasila uud bhinneka tunggal ika pki perusak pengacau nyata ideologi bangsa indonesia pancasila uud bhinneka tunggal ika;182;9;4.0;4.0;1.0
476;fariji_lacak;1044019190124883968;"Hampir semua Gubernur, Bupati &amp; Walikota diSeluruh Indonesia, sdh men-Deklarasikan DUKUNG Jokowi-Amin. (Kecuali Gubernur DKI).

Artinya, Seluruh Kepala Daerah di Indonesia, TIDAK menginginkan Pembangunan yg sdh Dirintis oleh Jokowi, Berhenti ditengah jalan. https://t.co/slJiVNkJum";5;1;0;0;-1.0;-3.5;0.5;0.25;9;8;-3;gubernur bupati walikota diseluruh indonesia men deklarasikan dukung jokowi amin gubernur dki arti kepala daerah indonesia pembangunan dirintis jokowi berhenti ditengah jalan httpurl;182;9;3.0;4.0;3.0
477;fetty_abidin;1039082046449045505;"Hr ini bersama KPU, Bawaslu &amp; beberapa Partai Sahabat utk menganalisa temuan data DPT Pemilu yg diindikasikan berdata ganda.Temuan ini perlu tindakan serta kebijakan yg cepat serta tepat di Pemilu 2019.Demi Pemilu yg Jujur, adil,bersih menghindarkan kecurangan yg tidak diinginkan https://t.co/QJMEtiU5C0";15;8;1;0;0.0;0.0;0.75;0.125;15;21;-21;kpu bawaslu partai sahabat menganalisa temuan data pemilu diindikasikan berdata ganda temuan tindakan kebijakan cepat pemilu pemilu jujur adil bersih menghindarkan kecurangan httpurl;182;9;4.0;4.0;2.0
478;WSetyorini2;1120422645487611905;"@Imamofpeace ...
144. Partai Keadilan Sejahtera/ Indonesian ihwanul muslimin (Indonesia)
145. Front Pembela Islam/ FPI (Indonesia)
146. Majelis Mujahidin Indonesia/MMI (Indonesia)
147. Mujahidin Indonesia Timur/ MIT (Indonesia)
... 
Cc @wahhabicc_jabar";4;2;0;0;0.0;0.0;0.25;0.75;9;4;0;partai keadilan sejahtera indonesian ihwanul muslimin indonesia front pembela islam fpi indonesia majelis mujahidin indonesia mmi indonesia mujahidin indonesia timur mit indonesia cc;182;9;4.0;4.0;2.0
479;DadangjunaGP;1068476282604728320;"Ketua Umum Majelis Ulama Indonesia Maruf Amin mengucapkan terima kasih kepada Pak Jokowi atas kinerjanya selama ini.Menurutnya, Jokowi terus bekerja siang malam,tidak pernah berhenti membangun infrastruktur, pendidikan,industri,Indonesia pintar, dan Indonesia sehat
#SarungWapres https://t.co/66OAV0lBb3";0;0;0;0;1.0;0.0;0.75;0.625;15;15;-5;ketua majelis ulama indonesia maruf amin terima kasih jokowi kinerja jokowi siang malam berhenti membangun infrastruktur pendidikan industri indonesia pintar indonesia sehat httpurl;181;9;3.0;4.0;3.0
480;Dhimas_Mashudi;1086408796845428736;"@arsul_sani @jokowi @prabowo @DPP_PPP Ini contoh pembodohan pd masyarakat. Hoax. UU ttg pencalegab memperbolehkan. 
UU dibahas oleh pemerintah (presiden) dan dpr.
Terus menyalahkan siapa ?
Kewenangan terbesar ada di presiden. Klo presiden menolak caleg koruptor, maka uu ini tdk akan berjalan.";27;5;1;6;-1.0;-18.5;0.375;1.0;11;9;-10;pembodohan masyarakat isu bohong uu pencalegab memperbolehkan uu dibahas pemerintah presiden dpr menyalahkan kewenangan terbesar presiden presiden menolak caleg koruptor uu berjalan;181;9;1.0;4.0;1.0
481;DPD_PDIP_JABAR;1131004455808167936;"#RepostPlus @pdiperjuangan
Pemilu Usai, Presiden Jokowi: Mari Bersatu Bangun Bangsa dan Tanah Air
.
Usai diumumkannya hasil resmi rekapitulasi Pemilihan Umum 2019 oleh KPU, Presiden Jokowi mengajak seluruh rakyat Indonesia untuk kembali merajut semangat persatuan.

#PDIPerjuangan https://t.co/zmMN9CwlxH";7;2;0;0;0.0;0.0;1.0;0.0;17;15;-3;pemilu presiden jokowi bersatu bangun bangsa tanah air diumumkan hasil resmi rekapitulasi pemilihan kpu presiden jokowi mengajak rakyat indonesia merajut semangat persatuan httpurl;180;9;4.0;4.0;2.0
482;NurSyahbana9;1080637747138686976;"Denger-2 penyebar hoax di laporkan ke polisi...? Konon katanya si penyebar hoax karibnya Ratna Sarumpaet

Semoga pihak aparat kepolisian segera mengunkap dan menahan si penyebar hoax . Amin Ya Rabbal Alamin https://t.co/NouIvHCj0F";29;17;1;3;-1.0;-31.5;0.5;0.0;11;11;-32;denger penyebar isu bohong laporkan polisi konon penyebar isu bohong karib ratna sarumpaet semoga aparat kepolisian mengunkap menahan penyebar isu bohong amin rabbal alamin httpurl;180;9;4.0;4.0;1.0
483;umarwoto;1109600244302397440;@02Purnama Jauh bedanya MasyaaAlloh. @aniesbaswedan gubernur Indonesia. gubernur rasa presiden. Barokallohufikum. Doa tulus untuk pemimpin yg mencintai rakyatnya dan dicintai oleh rakyat nya. Memang ada beberapa manusia bangsa NKRI punya integritas mumpuni kemampuan lebih tapi tidak sombong;1;0;0;0;1.0;0.5;1.875;0.125;14;21;-9;beda masyaaalloh gubernur indonesia gubernur presiden barokallohufikum doa tulus pemimpin mencintai rakyat dicintai rakyat manusia bangsa nkri integritas mumpuni kemampuan sombong;179;9;4.0;3.0;3.0
484;ruhutsitompul;1045140380172222464;"Maturnuwun Keluarga Besar Almarhum Gusdur Presiden RI ke 4 &amp; 
Keluarga Besar NU menyatakan Mendukung Pasangan No : 01 Bpk Joko Widodo 🇮🇩 Bpk KH Ma’ruf Amin, “Pasangan ini bagaikan Bola Salju karena Kerja kerja kerja Keras selama ini semakin dirasakan Rakyat Indonesia” MERDEKA.";1526;194;11;205;1.0;957.0;0.375;0.5;16;21;-14;maturnuwun keluarga almarhum gusdur presiden ri keluarga nu mendukung pasangan nomor joko widodo kh ruf amin pasangan bola salju kerja kerja kerja keras dirasakan rakyat indonesia;179;9;3.0;4.0;3.0
485;Langsungkena3;1083918974717386752;"@Ahokers4Jokowi @PartaiDemokrat @SBYudhoyono Kader Partai Demokrat berkoar-koar di Pemerintahan Jokowi sebab ketakutan karena Jokowi usut kegagalan mereka karena KORUPSI. 
10 Tahun SBY  Korupsi, Kader-kader Gagal masuk penjara semuanya. 
Knepa harus Jokowi karena Pak De Jokowi peduli Rakyat Kecil. 
#JokowiAminLebihBaik";1;0;0;0;1.0;0.5;0.75;1.25;18;4;-26;kader partai demokrat berkoar teriak pemerintahan jokowi ketakutan jokowi usut kegagalan korupsi sby korupsi kader kader gagal masuk penjara knepa jokowi adik jokowi peduli rakyat;179;9;3.0;4.0;3.0
486;CahyaImam2;1042936144046940160;"@LawanPoLitikJW @Metro_TV @MetroTVNewsRoom Gw pikir saat SBY jadi presiden RI 2 periode dan metro TV setiap saat kritik SBY adalah bentuk kontrol media sbgai salah satu pilar demokrasi...ehh saat jokowi berkuasa yg di target tetep SBY...
Ternyata metro Tv cm media pembenci SBY
#kejar metro tv
#media pengkhianat";180;64;3;9;-1.0;-154.0;0.875;0.125;17;12;-11;pikir sby presiden ri periode metro tv kritik sby bentuk kontrol media sbgai salah pilar demokrasi ehh jokowi berkuasa target sby metro tv media pembenci sby metro tv pengkhianat;178;9;4.0;4.0;1.0
487;fariji_lacak;1041259608390524929;"GNPF-Ulama mengadakan Ijtima Ulama Jilid II.
Pertanyaannya: GNPF-Ulama itu Ormas Islam apa tdk? Legal apa Ilegal?.
Dulu namanya GNPF-MUI, diProtes krn slalu bawa2 nama MUI. Akhirnya ganti nama jd GNPF-Ulama.

Kalo mau dukung, dukung sj, jgn bawa2 nama Ulama.
Ini Indonesia Bung !!";6;3;0;1;-1.0;-6.0;0.0;0.375;17;32;-14;gnpf ulama mengadakan ijtima ulama jilid ii gnpf ulama ormas islam legal ilegal nama gnpf mui diprotes bawa nama mui ganti nama gnpf ulama dukung dukung bawa nama ulama indonesia;178;9;4.0;4.0;1.0
488;bawaslu_RI;1061085462553518081;"#SahabatBawaslu, ""Semua peserta Pemilu 2019 harus menjalankan tahapan kampanye dengan cara mengedukasi rakyat sebagai pemilih."" kata Ketua Bawaslu RI Abhan dalam Workshop hasil Pengawasan Kampanye dan dana Kampanye Pemilu 2019, di Bukit Tinggi,  Sumatera Barat, Jumat (09/11/2018) https://t.co/a7wwZ3esmo";46;24;1;2;0.0;0.0;0.0;0.0;14;16;-3;peserta pemilu menjalankan tahapan kampanye mengedukasi rakyat pemilih ketua bawaslu ri abhan workshop hasil pengawasan kampanye dana kampanye pemilu bukit sumatera barat httpurl;178;9;4.0;4.0;2.0
489;musniumar;1113974941857144832;"Pagi ini saya blusukan di Kwitang Gg Kembang Jakarta Pusat
 Semua mau pilih Prabowo-Sandi. Menurut ustaz Agus hanya kecurangan bisa kalahkan Prabowo-Sandi. Mrk minta aparat netral. Mrk siap turun demo jika Pemilu curang sesuai perintah HRS dan Amien Rais https://t.co/AGsj1yQwXy";13;4;0;1;-1.0;-10.5;1.375;1.125;13;11;-19;pagi blusukan kwitang gg kembang jakarta pusat pilih prabowo sandi ustaz agus kecurangan kalahkan prabowo sandi aparat netral turun demo pemilu curang perintah amien rais httpurl;178;9;4.0;4.0;1.0
490;OfficialRCTI;1118379513119948802;"Ayo gunakan hak pilih kita sekarang. Ajak semua anggota keluarga, teman, tetangga ke TPS. Pilihan kita menentukan Indonesia lima tahun ke depan. Pilih yang bisa memajukan Indonesia dan menyejahterakan rakyat ✊🇮🇩 *HT
Menggunakan hak pilih di Kebayoran Baru, Jkt 17 April 2019 https://t.co/Vxun0Ko8tE";12;1;0;0;0.0;0.0;0.875;0.0;17;14;-12;ayo hak pilih ajak anggota keluarga teman tetangga tps pilihan menentukan indonesia pilih memajukan indonesia menyejahterakan rakyat ht hak pilih kebayoran jakarta april httpurl;177;9;4.0;4.0;2.0
